RowNumber,StudentId,StudentScore,School,Gender,Age,tenure,previousScore,sportsParticipated,Sibling,IsRegular,everFailed,IsFailed
5701,10022324,468,Govt Primary School,boy,13,4,388,4,1,0,1,0
5702,10021205,619,Kendriya Vidyalaya,girl,10,3,744,5,1,0,0,0
5703,10027777,953,Govt Primary School,boy,13,4,994,2,0,0,0,0
5704,10015481,972,Govt Primary School,girl,13,4,847,3,1,0,0,0
5705,10010069,307,Kendriya Vidyalaya,girl,8,2,591,6,0,0,1,0
5706,10008563,884,Kendriya Vidyalaya,boy,11,3,588,4,0,0,0,1
5707,10024331,781,Navodaya Vidyalaya,girl,10,4,446,7,0,1,1,0
5708,10041425,869,Govt Primary School,boy,13,4,750,0,1,1,0,0
5709,10017709,417,Govt Primary School,girl,6,4,469,0,0,0,0,1
5710,10015232,297,Govt Primary School,girl,8,4,362,0,0,0,1,0
5711,10008512,929,Govt Primary School,boy,6,2,475,6,1,1,1,1
5712,10041335,268,Govt Primary School,girl,6,3,705,0,0,0,1,1
5713,10034204,513,Kendriya Vidyalaya,boy,8,2,714,7,1,1,0,0
5714,10040238,685,Govt Primary School,boy,9,4,831,4,1,0,1,0
5715,10019282,345,Govt Primary School,girl,6,2,867,2,0,1,1,1
5716,10040774,317,Govt Primary School,boy,11,4,942,2,0,0,0,0
5717,10003221,737,Kendriya Vidyalaya,boy,11,2,729,0,0,0,1,1
5718,10048730,823,Govt Primary School,girl,13,3,285,2,0,0,0,1
5719,10029187,207,Govt Primary School,girl,9,4,890,0,0,1,1,0
5720,10006914,374,Govt Primary School,boy,10,4,959,6,0,0,1,1
5721,10034924,273,Navodaya Vidyalaya,boy,8,3,621,0,1,0,1,1
5722,10011147,841,Kendriya Vidyalaya,boy,14,4,317,5,0,0,1,0
5723,10010498,249,Govt Primary School,boy,10,4,880,5,0,1,1,1
5724,10036469,561,Govt Primary School,girl,14,2,791,7,1,0,1,0
5725,10049323,988,Navodaya Vidyalaya,boy,10,4,979,4,0,0,0,1
5726,10014542,726,Govt Primary School,girl,12,4,741,6,1,0,1,1
5727,10012415,264,Navodaya Vidyalaya,girl,7,4,986,1,0,1,0,1
5728,10039109,269,Kendriya Vidyalaya,boy,14,2,583,0,1,1,0,0
5729,10010056,811,Govt Primary School,boy,11,4,939,3,1,1,0,1
5730,10012103,681,Govt Primary School,boy,8,2,842,3,1,0,1,0
5731,10041639,793,Govt Primary School,girl,9,4,377,6,1,1,1,1
5732,10004261,702,Govt Primary School,boy,10,4,328,4,0,0,0,1
5733,10006316,651,Navodaya Vidyalaya,boy,7,2,865,5,1,1,1,1
5734,10033272,739,Govt Primary School,girl,6,3,752,3,1,0,1,1
5735,10004259,751,Govt Primary School,boy,6,4,249,2,1,1,0,0
5736,10017638,744,Navodaya Vidyalaya,girl,10,3,487,3,0,1,1,1
5737,10049842,700,Govt Primary School,boy,10,3,622,0,1,1,0,0
5738,10013951,274,Kendriya Vidyalaya,girl,10,3,368,5,0,1,1,0
5739,10048145,595,Govt Primary School,boy,7,4,401,1,1,0,0,1
5740,10011104,434,Govt Primary School,girl,12,4,755,1,0,0,0,1
5741,10030434,365,Kendriya Vidyalaya,girl,13,4,625,3,0,0,0,1
5742,10011479,218,Govt Primary School,boy,8,2,599,5,1,1,0,0
5743,10008413,431,Govt Primary School,boy,9,3,943,1,1,1,0,0
5744,10036737,927,Navodaya Vidyalaya,boy,12,3,577,6,1,0,0,0
5745,10000200,326,Navodaya Vidyalaya,girl,9,4,294,5,0,0,1,0
5746,10012089,233,Navodaya Vidyalaya,boy,8,4,640,6,1,0,0,1
5747,10022998,403,Navodaya Vidyalaya,girl,12,4,355,5,0,1,1,0
5748,10005160,726,Navodaya Vidyalaya,boy,9,2,903,5,1,0,0,0
5749,10007485,325,Govt Primary School,girl,13,4,678,5,0,1,0,0
5750,10042287,807,Govt Primary School,girl,11,2,543,4,0,1,1,0
5751,10032474,422,Kendriya Vidyalaya,boy,11,3,302,4,0,1,0,1
5752,10010001,996,Govt Primary School,boy,10,4,455,1,1,0,0,1
5753,10025861,909,Navodaya Vidyalaya,girl,6,4,786,1,0,0,1,1
5754,10012429,491,Navodaya Vidyalaya,girl,10,2,931,2,1,1,0,0
5755,10002874,863,Kendriya Vidyalaya,girl,14,3,371,2,1,1,0,1
5756,10000706,767,Govt Primary School,boy,14,2,684,7,0,0,0,1
5757,10012174,933,Kendriya Vidyalaya,boy,6,3,522,5,0,0,1,1
5758,10008107,923,Govt Primary School,boy,7,2,245,1,0,0,1,0
5759,10018189,711,Kendriya Vidyalaya,girl,6,2,588,1,1,1,1,0
5760,10023637,861,Kendriya Vidyalaya,girl,9,4,626,0,1,1,0,1
5761,10013133,754,Navodaya Vidyalaya,boy,11,2,505,0,1,1,1,1
5762,10011357,343,Govt Primary School,girl,7,3,448,2,0,1,0,0
5763,10037226,623,Kendriya Vidyalaya,boy,8,4,969,4,1,0,0,0
5764,10048299,460,Govt Primary School,girl,6,3,987,6,0,0,0,0
5765,10011348,451,Govt Primary School,girl,6,4,827,3,0,1,0,0
5766,10022484,585,Govt Primary School,boy,10,2,721,3,0,1,0,0
5767,10017791,410,Govt Primary School,boy,12,2,315,3,1,0,0,1
5768,10028903,339,Govt Primary School,girl,8,3,473,6,1,0,0,1
5769,10048393,895,Govt Primary School,boy,6,3,702,2,0,1,0,0
5770,10024839,477,Govt Primary School,girl,14,4,636,6,0,1,0,1
5771,10033053,949,Govt Primary School,boy,14,4,367,3,0,0,1,0
5772,10040978,229,Navodaya Vidyalaya,boy,6,2,455,5,1,1,0,0
5773,10002415,362,Govt Primary School,boy,12,4,846,4,0,1,1,0
5774,10045924,787,Navodaya Vidyalaya,girl,9,2,903,0,1,0,0,1
5775,10025365,660,Kendriya Vidyalaya,boy,12,4,621,1,0,0,0,1
5776,10021338,459,Govt Primary School,girl,8,2,950,1,0,0,1,0
5777,10017428,417,Kendriya Vidyalaya,girl,8,3,324,3,0,1,1,1
5778,10044229,757,Navodaya Vidyalaya,boy,14,4,434,5,1,1,1,1
5779,10045885,900,Govt Primary School,girl,7,2,912,2,0,0,1,0
5780,10002989,518,Navodaya Vidyalaya,boy,12,4,229,3,0,0,0,0
5781,10032860,566,Kendriya Vidyalaya,girl,9,4,983,2,1,0,1,0
5782,10047812,968,Kendriya Vidyalaya,boy,6,2,214,5,0,1,1,0
5783,10002461,799,Navodaya Vidyalaya,girl,7,3,272,3,0,0,0,1
5784,10000567,774,Govt Primary School,boy,13,4,920,4,1,0,0,0
5785,10042000,395,Govt Primary School,boy,6,3,943,0,0,1,0,0
5786,10048866,586,Govt Primary School,boy,6,4,757,1,1,1,0,0
5787,10011490,267,Govt Primary School,boy,9,4,773,2,0,0,1,0
5788,10027945,323,Kendriya Vidyalaya,boy,14,4,268,2,1,0,1,0
5789,10035812,835,Govt Primary School,girl,14,4,928,6,1,1,0,1
5790,10000808,396,Kendriya Vidyalaya,girl,10,3,253,6,0,1,1,1
5791,10045095,883,Navodaya Vidyalaya,boy,12,2,366,2,0,0,1,1
5792,10003068,488,Kendriya Vidyalaya,girl,9,3,788,2,1,0,0,1
5793,10018593,383,Govt Primary School,boy,10,4,612,2,0,1,1,1
5794,10033760,254,Navodaya Vidyalaya,girl,14,4,908,2,1,1,0,0
5795,10000041,856,Govt Primary School,boy,8,2,343,5,1,0,1,1
5796,10013329,638,Govt Primary School,boy,10,2,458,1,0,1,0,1
5797,10045498,834,Navodaya Vidyalaya,girl,10,4,909,5,1,0,1,1
5798,10029026,255,Govt Primary School,boy,13,2,893,4,0,1,1,1
5799,10049997,857,Navodaya Vidyalaya,boy,8,2,347,7,0,1,0,1
5800,10029637,697,Govt Primary School,girl,7,2,557,1,1,0,0,0
5801,10040137,777,Govt Primary School,boy,13,3,857,3,1,1,0,1
5802,10046565,352,Navodaya Vidyalaya,girl,13,3,415,1,0,0,1,1
5803,10006842,607,Govt Primary School,boy,6,4,764,1,1,1,0,1
5804,10031846,505,Navodaya Vidyalaya,boy,6,2,202,6,0,0,0,1
5805,10006719,380,Kendriya Vidyalaya,girl,8,4,268,2,1,1,0,1
5806,10007282,935,Navodaya Vidyalaya,girl,7,3,716,7,0,1,0,1
5807,10006968,297,Navodaya Vidyalaya,boy,13,4,631,5,0,1,1,1
5808,10044601,647,Govt Primary School,girl,8,3,484,3,1,0,0,0
5809,10008086,567,Govt Primary School,boy,6,2,536,1,1,0,1,1
5810,10005923,669,Govt Primary School,boy,9,4,589,6,1,0,1,1
5811,10048899,383,Navodaya Vidyalaya,girl,9,2,273,4,0,0,0,1
5812,10039303,252,Navodaya Vidyalaya,girl,12,3,370,7,0,0,1,0
5813,10012390,681,Govt Primary School,boy,10,4,339,0,0,1,0,1
5814,10027235,434,Govt Primary School,boy,11,3,683,6,1,1,1,0
5815,10013555,609,Kendriya Vidyalaya,girl,11,2,575,5,1,1,1,0
5816,10004170,556,Kendriya Vidyalaya,girl,13,3,313,6,0,0,0,1
5817,10003708,979,Govt Primary School,boy,11,2,760,0,1,1,0,1
5818,10013081,349,Kendriya Vidyalaya,boy,8,3,307,3,0,0,0,0
5819,10039944,259,Kendriya Vidyalaya,girl,14,4,738,7,0,1,0,1
5820,10016775,425,Govt Primary School,boy,14,2,982,3,0,0,0,1
5821,10034604,846,Kendriya Vidyalaya,boy,11,2,643,5,0,1,0,0
5822,10046760,293,Kendriya Vidyalaya,girl,10,3,959,3,0,0,1,0
5823,10004334,599,Navodaya Vidyalaya,boy,14,3,366,2,0,0,1,1
5824,10039967,553,Kendriya Vidyalaya,girl,8,2,446,1,1,0,1,1
5825,10029482,664,Navodaya Vidyalaya,boy,14,4,568,1,0,1,0,0
5826,10008482,447,Navodaya Vidyalaya,girl,8,3,301,0,1,0,1,1
5827,10022764,507,Kendriya Vidyalaya,girl,12,3,853,4,0,1,1,0
5828,10013037,820,Navodaya Vidyalaya,boy,8,4,996,2,0,0,0,0
5829,10032591,390,Navodaya Vidyalaya,girl,7,4,641,3,0,0,1,0
5830,10018206,724,Govt Primary School,boy,6,3,366,7,1,1,0,0
5831,10008109,544,Kendriya Vidyalaya,boy,14,3,312,2,1,1,0,0
5832,10035775,757,Govt Primary School,girl,8,2,916,5,0,0,0,0
5833,10037001,629,Govt Primary School,boy,13,2,706,2,0,0,0,0
5834,10019702,784,Kendriya Vidyalaya,girl,11,4,223,7,1,1,0,1
5835,10010446,759,Govt Primary School,boy,13,3,824,4,1,0,0,1
5836,10047870,614,Navodaya Vidyalaya,boy,11,3,308,6,1,0,1,0
5837,10011516,687,Kendriya Vidyalaya,girl,10,4,489,7,0,1,1,1
5838,10032677,717,Govt Primary School,girl,9,4,696,4,1,1,1,0
5839,10021083,795,Navodaya Vidyalaya,boy,11,2,244,2,0,0,1,0
5840,10035833,402,Kendriya Vidyalaya,boy,11,3,327,4,0,0,1,1
5841,10022676,589,Navodaya Vidyalaya,boy,14,4,224,0,0,1,1,0
5842,10007081,404,Govt Primary School,girl,13,3,375,1,1,1,1,0
5843,10035570,823,Navodaya Vidyalaya,girl,8,4,628,2,1,1,0,1
5844,10044047,499,Govt Primary School,boy,6,3,723,3,0,0,0,0
5845,10003278,460,Govt Primary School,boy,12,3,669,0,1,0,0,0
5846,10014147,885,Kendriya Vidyalaya,boy,14,3,711,5,0,1,0,0
5847,10048838,618,Navodaya Vidyalaya,boy,8,4,480,0,0,0,1,1
5848,10037294,651,Govt Primary School,girl,14,4,830,6,0,1,0,1
5849,10040118,829,Kendriya Vidyalaya,boy,11,2,630,1,0,0,0,0
5850,10037812,829,Govt Primary School,boy,8,2,850,6,1,0,1,1
5851,10006941,967,Kendriya Vidyalaya,girl,6,3,883,1,0,1,1,0
5852,10044463,399,Navodaya Vidyalaya,boy,13,3,387,0,0,1,0,1
5853,10041769,242,Navodaya Vidyalaya,boy,12,2,834,7,1,0,0,1
5854,10043405,542,Kendriya Vidyalaya,boy,9,3,523,7,0,0,1,1
5855,10002692,329,Govt Primary School,girl,6,3,259,7,1,0,0,1
5856,10003127,909,Govt Primary School,boy,10,3,553,0,0,1,1,1
5857,10011389,829,Navodaya Vidyalaya,boy,6,4,703,7,0,0,1,1
5858,10025906,979,Govt Primary School,girl,8,2,892,7,1,1,1,1
5859,10046486,486,Govt Primary School,girl,8,2,259,6,0,0,1,1
5860,10001128,737,Navodaya Vidyalaya,boy,8,2,984,0,1,1,0,0
5861,10011726,969,Govt Primary School,girl,12,4,941,4,0,1,1,1
5862,10039237,551,Govt Primary School,boy,8,4,304,3,0,1,1,1
5863,10033047,861,Govt Primary School,boy,7,2,700,6,0,0,1,1
5864,10022678,951,Govt Primary School,boy,9,4,237,1,1,0,0,0
5865,10036364,690,Govt Primary School,girl,13,2,987,3,1,1,1,1
5866,10047535,938,Govt Primary School,boy,11,2,943,0,0,0,1,1
5867,10031310,501,Govt Primary School,girl,7,2,467,3,0,1,1,1
5868,10040929,206,Kendriya Vidyalaya,boy,10,4,469,5,0,0,0,1
5869,10045183,775,Govt Primary School,boy,13,4,236,7,1,0,0,0
5870,10041289,681,Kendriya Vidyalaya,boy,12,3,739,5,0,1,1,1
5871,10010874,420,Govt Primary School,boy,8,4,304,2,0,1,0,1
5872,10030582,783,Govt Primary School,girl,13,2,808,7,1,1,1,0
5873,10010461,865,Navodaya Vidyalaya,boy,10,4,904,4,0,0,1,0
5874,10015797,283,Govt Primary School,girl,11,2,291,0,0,1,0,1
5875,10046073,973,Govt Primary School,boy,12,2,635,6,0,0,0,0
5876,10017665,216,Govt Primary School,girl,9,4,756,4,0,0,1,1
5877,10043839,708,Govt Primary School,boy,11,2,328,4,1,1,0,0
5878,10016505,264,Govt Primary School,boy,14,3,824,3,1,1,0,1
5879,10025084,820,Kendriya Vidyalaya,boy,6,2,984,0,1,1,0,0
5880,10013888,895,Govt Primary School,boy,12,3,576,5,1,1,1,0
5881,10044834,601,Govt Primary School,boy,6,4,458,6,0,0,1,0
5882,10024675,988,Navodaya Vidyalaya,boy,7,4,683,4,1,0,1,1
5883,10047758,622,Govt Primary School,boy,11,4,900,5,1,0,0,0
5884,10000189,947,Govt Primary School,girl,14,4,573,7,1,1,1,0
5885,10031934,972,Kendriya Vidyalaya,boy,7,4,853,3,1,0,1,1
5886,10021903,536,Govt Primary School,girl,11,2,300,0,0,1,0,0
5887,10033711,632,Kendriya Vidyalaya,boy,8,4,734,3,0,0,0,1
5888,10045045,774,Kendriya Vidyalaya,girl,13,3,630,7,0,0,0,1
5889,10000797,828,Govt Primary School,girl,11,2,602,0,1,1,0,1
5890,10038458,702,Govt Primary School,girl,9,4,835,5,0,1,1,0
5891,10018202,211,Govt Primary School,boy,14,4,941,7,1,1,1,1
5892,10015994,469,Govt Primary School,girl,10,2,426,1,0,1,0,0
5893,10033511,395,Kendriya Vidyalaya,boy,12,4,953,7,0,0,1,1
5894,10025210,430,Navodaya Vidyalaya,girl,13,2,429,7,0,0,1,0
5895,10022768,456,Govt Primary School,boy,12,2,406,1,0,0,0,0
5896,10040388,584,Kendriya Vidyalaya,boy,11,2,727,3,1,1,1,1
5897,10001434,681,Navodaya Vidyalaya,boy,6,3,477,6,0,0,1,0
5898,10006256,905,Govt Primary School,boy,8,3,323,5,1,1,1,1
5899,10019508,468,Govt Primary School,boy,12,2,917,3,0,0,0,0
5900,10036006,511,Govt Primary School,girl,8,2,268,3,0,1,0,1
5901,10004198,902,Govt Primary School,girl,14,3,645,6,1,1,0,1
5902,10015125,976,Govt Primary School,boy,6,3,441,7,0,0,1,1
5903,10015687,376,Govt Primary School,boy,14,2,392,6,0,1,1,0
5904,10018350,964,Govt Primary School,girl,14,3,588,1,0,1,0,0
5905,10041684,394,Kendriya Vidyalaya,boy,13,4,487,2,0,1,0,1
5906,10010489,815,Govt Primary School,girl,8,2,224,2,1,0,1,1
5907,10044745,686,Govt Primary School,boy,10,3,526,6,1,0,0,1
5908,10019216,621,Navodaya Vidyalaya,boy,6,2,671,7,0,0,0,1
5909,10032607,353,Navodaya Vidyalaya,girl,14,2,416,5,1,0,0,1
5910,10024391,247,Govt Primary School,girl,6,3,841,4,0,1,0,0
5911,10033346,711,Govt Primary School,girl,10,3,884,0,1,0,0,0
5912,10022930,867,Govt Primary School,boy,11,2,425,6,0,1,1,0
5913,10003067,857,Govt Primary School,girl,7,3,367,2,0,1,1,0
5914,10004385,787,Navodaya Vidyalaya,boy,12,4,644,4,1,0,0,1
5915,10048725,559,Kendriya Vidyalaya,boy,12,3,589,3,1,1,0,1
5916,10005596,968,Govt Primary School,boy,12,4,957,5,1,1,0,0
5917,10042271,869,Navodaya Vidyalaya,girl,10,4,477,4,1,0,1,1
5918,10003578,650,Govt Primary School,girl,7,2,325,1,1,0,1,0
5919,10021126,505,Kendriya Vidyalaya,boy,8,3,483,4,1,1,1,1
5920,10013394,467,Navodaya Vidyalaya,boy,7,3,391,1,1,0,1,1
5921,10039784,548,Govt Primary School,boy,10,3,279,2,0,1,0,1
5922,10034917,692,Navodaya Vidyalaya,boy,9,4,818,6,0,1,1,1
5923,10047384,795,Govt Primary School,girl,8,2,242,4,0,1,1,1
5924,10011983,675,Govt Primary School,girl,10,4,655,2,0,0,1,0
5925,10027319,852,Govt Primary School,girl,9,3,266,4,1,0,0,0
5926,10031432,740,Kendriya Vidyalaya,girl,7,4,712,1,1,1,0,0
5927,10011824,518,Govt Primary School,girl,6,3,447,1,0,1,0,0
5928,10017678,217,Kendriya Vidyalaya,girl,6,3,931,6,1,0,1,0
5929,10046801,312,Kendriya Vidyalaya,girl,7,2,531,4,1,1,0,1
5930,10037140,677,Govt Primary School,boy,12,4,643,4,0,0,0,0
5931,10002979,579,Govt Primary School,girl,13,3,554,6,0,1,0,1
5932,10031056,209,Kendriya Vidyalaya,girl,12,2,526,0,1,0,0,0
5933,10015613,653,Govt Primary School,girl,14,2,302,7,0,1,0,1
5934,10011366,688,Govt Primary School,boy,14,3,937,0,0,0,1,0
5935,10037583,959,Govt Primary School,boy,13,4,323,3,1,0,0,1
5936,10036126,871,Navodaya Vidyalaya,boy,7,3,967,3,1,1,0,1
5937,10000411,450,Navodaya Vidyalaya,girl,12,2,701,0,1,0,0,0
5938,10006523,757,Navodaya Vidyalaya,girl,13,2,994,4,0,0,1,1
5939,10007890,764,Navodaya Vidyalaya,boy,11,2,716,2,1,1,1,0
5940,10042738,299,Kendriya Vidyalaya,boy,6,3,887,2,1,1,1,1
5941,10015634,249,Govt Primary School,girl,7,2,625,7,1,1,1,0
5942,10015459,787,Govt Primary School,girl,14,4,509,1,1,1,0,0
5943,10042476,547,Kendriya Vidyalaya,boy,7,3,867,5,0,1,1,0
5944,10002948,855,Govt Primary School,girl,10,4,254,5,1,0,1,0
5945,10046156,206,Kendriya Vidyalaya,boy,8,2,421,7,0,1,1,0
5946,10020158,291,Govt Primary School,girl,9,2,943,4,0,0,0,1
5947,10016523,360,Govt Primary School,boy,7,2,720,1,1,0,0,1
5948,10047898,529,Govt Primary School,girl,11,2,600,1,0,1,1,1
5949,10011628,796,Kendriya Vidyalaya,girl,10,2,472,6,0,0,0,0
5950,10045253,732,Kendriya Vidyalaya,girl,6,2,765,4,0,0,1,1
5951,10025492,888,Kendriya Vidyalaya,girl,11,4,234,0,0,1,0,0
5952,10011925,970,Govt Primary School,boy,11,4,855,5,1,1,0,0
5953,10002167,369,Navodaya Vidyalaya,boy,7,2,995,3,1,1,1,0
5954,10035058,695,Navodaya Vidyalaya,girl,7,2,744,2,0,1,1,0
5955,10035460,466,Govt Primary School,boy,7,4,947,5,1,1,0,0
5956,10041633,211,Govt Primary School,girl,14,4,876,7,1,0,0,1
5957,10004392,882,Kendriya Vidyalaya,girl,9,2,228,3,0,1,1,0
5958,10035331,927,Kendriya Vidyalaya,boy,8,4,313,2,1,1,0,1
5959,10013204,598,Govt Primary School,girl,7,4,799,1,1,1,1,0
5960,10041111,982,Navodaya Vidyalaya,girl,11,4,234,0,1,1,0,1
5961,10045420,351,Govt Primary School,boy,10,4,813,4,0,1,0,1
5962,10028094,409,Navodaya Vidyalaya,boy,9,4,582,6,1,0,1,1
5963,10044240,969,Kendriya Vidyalaya,boy,7,2,955,4,0,1,1,0
5964,10020425,908,Kendriya Vidyalaya,girl,13,2,778,4,0,1,1,1
5965,10021905,244,Navodaya Vidyalaya,boy,14,4,924,5,0,0,0,1
5966,10010945,684,Govt Primary School,girl,10,3,766,7,0,1,1,0
5967,10032168,516,Govt Primary School,girl,13,4,777,1,0,1,0,0
5968,10026646,979,Navodaya Vidyalaya,boy,11,2,277,7,1,0,1,0
5969,10013831,717,Govt Primary School,boy,9,3,770,0,0,0,0,1
5970,10043819,673,Govt Primary School,girl,14,2,509,1,0,1,0,0
5971,10010775,296,Govt Primary School,boy,7,3,613,5,1,1,0,1
5972,10007986,814,Navodaya Vidyalaya,boy,10,3,209,6,0,1,1,1
5973,10014521,600,Kendriya Vidyalaya,boy,12,2,375,7,0,0,1,0
5974,10039656,873,Govt Primary School,boy,14,2,203,3,0,1,0,0
5975,10011528,459,Govt Primary School,boy,9,4,884,6,1,1,1,0
5976,10012059,778,Govt Primary School,boy,7,4,394,3,0,1,1,1
5977,10022734,488,Govt Primary School,girl,8,4,298,7,0,1,0,1
5978,10004075,666,Govt Primary School,girl,12,2,478,5,0,0,0,1
5979,10040331,672,Navodaya Vidyalaya,boy,6,4,947,1,0,1,1,0
5980,10027924,329,Govt Primary School,girl,14,3,621,5,1,1,0,1
5981,10002250,872,Navodaya Vidyalaya,girl,8,4,251,6,1,1,0,0
5982,10021703,726,Kendriya Vidyalaya,girl,12,2,515,1,1,0,1,0
5983,10049784,807,Kendriya Vidyalaya,boy,9,4,582,5,0,0,0,1
5984,10016695,891,Kendriya Vidyalaya,girl,11,3,967,2,1,0,0,0
5985,10014586,708,Govt Primary School,girl,11,2,381,4,0,1,0,0
5986,10040769,541,Navodaya Vidyalaya,boy,7,3,992,2,0,1,0,1
5987,10037929,489,Navodaya Vidyalaya,girl,14,4,830,0,0,1,1,1
5988,10030152,692,Kendriya Vidyalaya,girl,11,3,530,6,0,0,1,0
5989,10007842,402,Govt Primary School,boy,6,3,629,6,1,1,1,1
5990,10006323,929,Govt Primary School,girl,13,3,637,4,0,0,1,0
5991,10004385,531,Govt Primary School,girl,6,4,697,4,0,0,0,0
5992,10043429,667,Govt Primary School,boy,14,3,265,6,0,1,1,0
5993,10024407,405,Govt Primary School,girl,11,2,575,3,1,0,1,0
5994,10039060,716,Govt Primary School,boy,11,2,442,7,0,1,1,0
5995,10012473,771,Kendriya Vidyalaya,boy,10,4,737,4,0,0,0,0
5996,10034520,562,Govt Primary School,boy,14,4,625,1,1,1,0,0
5997,10009467,546,Kendriya Vidyalaya,boy,12,4,848,6,0,1,1,1
5998,10016348,309,Govt Primary School,girl,12,3,837,5,0,1,0,1
5999,10029706,352,Navodaya Vidyalaya,boy,13,4,379,2,1,0,1,0
6000,10031491,554,Govt Primary School,girl,11,4,407,2,0,0,0,1
6001,10033366,335,Govt Primary School,girl,12,3,478,3,0,1,1,1
6002,10036650,650,Govt Primary School,girl,6,2,520,7,0,0,0,1
6003,10038157,336,Govt Primary School,girl,9,2,353,6,0,1,1,0
6004,10002281,406,Navodaya Vidyalaya,boy,13,4,576,0,0,1,1,1
6005,10021763,724,Navodaya Vidyalaya,girl,14,4,253,1,0,0,0,1
6006,10022198,438,Govt Primary School,girl,10,4,549,1,0,0,1,0
6007,10013418,853,Govt Primary School,girl,6,3,605,0,1,1,0,1
6008,10020239,411,Govt Primary School,boy,12,4,584,6,0,0,1,1
6009,10013996,554,Navodaya Vidyalaya,girl,10,3,704,2,0,1,1,1
6010,10049757,339,Navodaya Vidyalaya,boy,7,4,219,4,0,1,1,1
6011,10026165,469,Navodaya Vidyalaya,boy,6,3,559,6,1,0,1,1
6012,10042541,261,Kendriya Vidyalaya,girl,11,3,780,6,1,1,0,1
6013,10014642,849,Govt Primary School,girl,12,2,931,0,0,1,0,1
6014,10036726,354,Navodaya Vidyalaya,boy,10,3,827,4,1,1,1,1
6015,10029515,813,Navodaya Vidyalaya,boy,13,3,478,3,1,1,0,1
6016,10042092,843,Navodaya Vidyalaya,boy,11,2,555,2,0,0,1,1
6017,10034891,953,Kendriya Vidyalaya,boy,13,3,942,1,0,1,0,1
6018,10020307,984,Govt Primary School,girl,8,4,882,6,0,0,0,1
6019,10019217,226,Govt Primary School,boy,7,4,864,0,1,0,1,0
6020,10049651,768,Navodaya Vidyalaya,girl,6,4,283,5,0,1,0,0
6021,10014002,476,Govt Primary School,girl,8,4,933,3,0,0,0,0
6022,10022365,236,Govt Primary School,boy,9,4,374,0,1,1,1,1
6023,10016895,688,Navodaya Vidyalaya,girl,12,4,606,6,1,1,0,0
6024,10014417,634,Govt Primary School,girl,13,2,205,0,1,0,1,0
6025,10026951,876,Navodaya Vidyalaya,boy,12,4,282,5,1,0,0,0
6026,10006776,354,Govt Primary School,girl,6,4,657,4,0,0,0,1
6027,10036518,488,Navodaya Vidyalaya,boy,9,2,815,3,1,0,1,1
6028,10008085,799,Kendriya Vidyalaya,boy,7,2,998,7,0,0,1,0
6029,10037996,697,Navodaya Vidyalaya,girl,6,2,700,1,1,1,0,1
6030,10041191,441,Govt Primary School,girl,8,4,253,3,1,1,0,0
6031,10019665,364,Navodaya Vidyalaya,boy,12,4,323,0,1,1,1,0
6032,10002416,706,Kendriya Vidyalaya,girl,7,3,944,3,1,0,1,0
6033,10036496,877,Govt Primary School,boy,14,2,517,2,1,1,0,1
6034,10014506,837,Navodaya Vidyalaya,girl,13,2,933,7,0,1,0,1
6035,10029620,827,Navodaya Vidyalaya,boy,9,2,253,4,1,0,1,0
6036,10048589,258,Govt Primary School,boy,6,3,805,6,0,1,1,1
6037,10039259,857,Govt Primary School,girl,6,4,617,1,0,0,1,0
6038,10027042,636,Navodaya Vidyalaya,boy,8,3,287,7,1,0,0,0
6039,10025520,840,Kendriya Vidyalaya,girl,9,4,220,3,1,0,0,1
6040,10001150,669,Navodaya Vidyalaya,boy,12,4,248,5,0,0,1,1
6041,10031259,616,Navodaya Vidyalaya,boy,10,2,832,0,1,1,0,0
6042,10047441,668,Govt Primary School,boy,8,2,834,7,1,1,1,1
6043,10006374,593,Govt Primary School,girl,10,4,659,0,1,1,1,1
6044,10028371,606,Govt Primary School,boy,8,2,808,4,1,0,0,0
6045,10043989,437,Govt Primary School,boy,12,2,781,0,0,1,1,0
6046,10005138,769,Kendriya Vidyalaya,girl,10,3,923,4,0,0,0,0
6047,10016438,754,Kendriya Vidyalaya,boy,9,3,557,2,0,0,1,1
6048,10006444,271,Navodaya Vidyalaya,boy,9,4,589,1,1,0,1,0
6049,10039123,314,Govt Primary School,girl,14,2,221,6,0,0,1,0
6050,10045573,584,Navodaya Vidyalaya,boy,12,3,778,7,0,0,0,1
6051,10013217,786,Govt Primary School,boy,10,4,764,0,0,0,1,0
6052,10010391,451,Navodaya Vidyalaya,girl,13,2,734,7,1,1,1,1
6053,10003737,302,Kendriya Vidyalaya,boy,12,4,875,1,0,1,0,1
6054,10040494,504,Navodaya Vidyalaya,boy,13,4,548,2,0,0,0,1
6055,10038250,648,Govt Primary School,girl,11,4,926,2,0,0,0,1
6056,10019956,936,Kendriya Vidyalaya,girl,14,4,574,7,0,0,0,1
6057,10004431,583,Govt Primary School,boy,6,3,223,1,0,0,0,1
6058,10020646,851,Govt Primary School,boy,7,2,440,5,0,0,0,1
6059,10046890,243,Kendriya Vidyalaya,boy,13,2,625,5,0,0,0,1
6060,10003370,906,Navodaya Vidyalaya,boy,7,2,718,4,1,0,1,0
6061,10046305,412,Navodaya Vidyalaya,boy,12,3,452,7,1,1,1,1
6062,10040010,872,Kendriya Vidyalaya,boy,6,3,470,3,1,0,1,1
